年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
58,50,执行主管,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0.30977723735834917
32,44,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.8908795038849558
38,52,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.565865912640346
43,50,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.24991313898529044
19,20,未知,0,0,省份8,高中生,孩子,已婚平民配偶,9,民族D,未知,女,0.9801557998031566
24,36,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族A,地方政府,男,0.9731173971962493
39,40,机械操作,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,省政府,男,0.9354455372512734
42,50,专业技术,99999,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,非有限责任公司,男,0.0020103745018719144
32,40,手工艺维修,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,个体,男,0.958632379983678
54,50,执行主管,0,1977,省份8,博士,丈夫,已婚平民配偶,16,民族D,个体,男,0.09757047802939867
41,40,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,省政府,男,0.37147707879959946
35,40,手工艺维修,0,0,省份8,高中生,未婚,离婚,9,民族A,个体,男,0.9722564132571373
37,45,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3580065438494072
33,40,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3898578693977319
46,55,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.2889790592948781
45,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3933590738774163
22,36,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9700997591967759
54,40,执行主管,0,0,省份35,大学未毕业,离家,离婚,10,民族D,个体,女,0.9560807376450194
56,40,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9034765523153925
48,40,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9701546305134027
20,25,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9720917887332794
30,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,省政府,女,0.9619952430163883
27,40,保安,0,0,省份8,大学未毕业,离家,未婚,10,民族D,中央部委,男,0.9738042431360209
44,35,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.75514759953845
43,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3222967223451392
52,30,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6244591408412872
53,72,手工艺维修,3103,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,非有限责任公司,男,0.547256930003748
20,40,运输,0,1602,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9578300811851483
19,45,劳工保洁,0,1602,省份8,高一,其他关系,未婚,6,民族D,个体,男,0.9720470527359663
45,60,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5919891109155242
22,40,劳工保洁,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9817716706964613
39,30,专业技术,0,0,省份3,高二,未婚,未婚,7,民族D,个体,女,0.9828530568140301
58,40,管理文书,0,0,省份8,高中生,未婚,丧偶,9,民族C,个体,男,0.855356992541894
28,40,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9660668704581826
31,30,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9853320022670815
59,55,手工艺维修,0,1977,省份8,博士,丈夫,已婚平民配偶,16,民族D,有限责任公司,男,0.10153322620452132
30,20,销售,0,0,省份14,大学生,孩子,未婚,13,民族D,个体,女,0.9051129940264753
37,42,保安,0,0,省份8,大学专科,离家,未婚,12,民族A,省政府,男,0.9496943265943768
26,40,未知,0,0,省份8,高中生,孩子,未婚,9,民族D,未知,女,0.9635624206879693
21,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.957872459040024
38,60,执行主管,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,个体,男,0.9306344299468301
54,40,执行主管,0,0,省份8,大学未毕业,离家,分居,10,民族D,个体,女,0.8734178740354552
52,40,家政服务,0,0,省份8,高中生,其他关系,丧偶,9,民族D,个体,女,0.5946671953117787
30,70,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.2823722265839467
35,50,执行主管,7298,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.0712799629299612
59,42,销售,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,非有限责任公司,女,0.8376460400666214
57,50,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0.2764829491063605
64,40,销售,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.7813173224953704
44,45,销售,0,0,省份8,大学未毕业,孩子,离婚,10,民族D,有限责任公司,男,0.9264691438747326
49,45,执行主管,0,1755,省份8,研究生,未婚,离婚,14,民族D,个体,男,0.7183702655867101
20,20,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.976150155339119
42,72,其他职业,0,0,省份17,大学生,丈夫,已婚平民配偶,13,民族B,个体,男,0.238522357126712
33,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族A,个体,女,0.9654210686870356
21,30,技术支持,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9685921959176976
42,40,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7262034686234505
47,50,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6623579221364704
29,40,手工艺维修,0,0,省份11,高二,孩子,未婚,7,民族A,个体,男,0.9833265528716785
56,40,销售,15024,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.005371511204442347
50,45,销售,0,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0.8472823354995725
31,55,管理文书,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6417644027087723
39,40,运输,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.934089626933799
40,40,其他职业,0,0,省份8,初三,离家,离婚,5,民族D,个体,女,0.994008490293582
27,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9717868903443851
53,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5530968923939188
27,40,其他职业,0,0,省份25,高中生,离家,未婚,9,民族A,个体,女,0.9864413932900646
25,80,手工艺维修,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,非有限责任公司,男,0.8604889987948245
27,40,机械操作,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.8912946495565595
24,45,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9684754195300942
45,35,管理文书,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.3694792756265063
35,40,管理文书,5013,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.3254167106030639
63,10,其他职业,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.9402404255002339
33,40,机械操作,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族A,个体,男,0.9540513032400443
20,20,管理文书,2176,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9759045540315434
19,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族A,地方政府,女,0.9790761454970635
53,40,手工艺维修,0,0,省份3,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6313134754006027
41,40,销售,0,0,省份8,大学专科,未婚,离婚,12,民族D,个体,男,0.900817984763591
19,30,其他职业,0,0,省份8,高中生,未婚,未婚,9,民族D,个体,女,0.9851319746063404
31,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,省政府,男,0.8406231571338073
47,90,手工艺维修,0,0,省份8,高中生,丈夫,已婚军属,9,民族D,非有限责任公司,男,0.3986486500917962
63,49,手工艺维修,0,0,省份31,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.27241866794632874
22,2,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9890678875648635
60,38,专业技术,0,0,省份9,研究生,丈夫,已婚平民配偶,14,民族B,中央部委,男,0.2862111053910896
19,16,技术支持,0,1719,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9791853259002242
47,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7276620059470673
38,30,运输,0,0,省份8,高中生,未婚,分居,9,民族A,个体,女,0.9450801588345294
25,42,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9708281801765527
39,40,手工艺维修,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,男,0.8306243498294742
46,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.7510885082097595
28,60,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.8706930998761953
31,40,技术支持,0,0,省份8,大学生,离家,未婚,13,民族D,非有限责任公司,男,0.9432815028308724
24,15,销售,0,0,省份8,高一,离家,未婚,6,民族D,个体,女,0.9967135923016892
25,40,技术支持,0,0,省份22,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.6835353275147471
34,33,管理文书,0,0,省份8,高中生,未婚,离婚,9,民族D,地方政府,女,0.9728159097252234
53,50,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.638859380324723
26,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9724889613159456
17,5,农业捕捞,594,0,省份8,高一,孩子,未婚,6,民族D,个体,男,0.9963575644202421
58,33,劳工保洁,0,0,省份8,初中一、二年级,离家,未婚,4,民族D,个体,女,0.993727835880844
39,40,机械操作,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0.9476111913476466
31,45,农业捕捞,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4564945733661119
48,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7287008366187762
26,40,机械操作,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,其他,个体,男,0.9717706106305007
46,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,0.45967546215065413
40,40,销售,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.8587012370666984
27,40,其他职业,0,0,省份8,准职业学位,未婚,离婚,11,民族C,个体,女,0.954973136567107
90,40,农业捕捞,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.5282044521096703
18,30,未知,0,0,省份8,高三,孩子,未婚,8,民族D,未知,男,0.9875337404394402
42,40,技术支持,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0.8106062504129177
50,38,手工艺维修,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0.8451256454770367
28,40,手工艺维修,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,个体,男,0.958632379983678
21,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9772572735714234
25,45,执行主管,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,男,0.816995118843851
59,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.7053886594197981
41,40,劳工保洁,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.8900586627714936
49,40,管理文书,0,0,省份8,大学未毕业,孩子,离婚,10,民族D,中央部委,男,0.8926063837743231
63,12,农业捕捞,0,0,省份8,高二,离家,未婚,7,民族D,个体,男,0.9906056709779798
23,40,劳工保洁,0,0,省份8,高三,孩子,未婚,8,民族C,个体,男,0.971281557149311
28,40,劳工保洁,0,2179,省份3,初中一、二年级,丈夫,已婚平民配偶,4,其他,个体,男,0.9710801263130099
37,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7276620059470673
45,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,0.45967546215065413
63,19,其他职业,0,0,省份17,小学5、6年级,其他关系,丧偶,3,民族B,个体,女,0.9675684387164529
49,40,手工艺维修,0,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.9372659135366498
58,45,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6028053139198192
48,40,保安,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族C,地方政府,男,0.6190693537574933
45,40,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.7512846987257271
30,40,运输,0,0,省份8,高一,孩子,离婚,6,民族D,个体,男,0.9869866446201381
66,98,农业捕捞,4931,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,非有限责任公司,男,0.12001081526831114
20,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9701090173210741
21,30,劳工保洁,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9687196755193411
38,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7276620059470673
62,40,未知,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0.6896858409685611
28,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7765620446820729
65,20,未知,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,未知,男,0.940884780708634
43,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7266206897969882
38,40,手工艺维修,7688,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,个体,男,0.23200913896545106
23,10,管理文书,1055,0,省份8,大学生,孩子,未婚,13,民族D,个体,女,0.92564834953491
24,40,销售,0,1504,省份8,大学生,孩子,未婚,13,民族D,个体,女,0.8340647329407771
60,40,手工艺维修,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,有限责任公司,女,0.830911994618353
81,3,专业技术,0,1668,省份28,大学生,离家,丧偶,13,民族D,非有限责任公司,女,0.8597948579201706
29,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.7399993443360824
51,47,执行主管,3908,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族C,个体,男,0.9027216281943694
53,40,运输,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0.8793285110418725
26,40,手工艺维修,0,0,省份8,高三,未婚,未婚,8,民族D,个体,男,0.9792590571302404
50,15,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7896958951320704
43,96,其他职业,0,0,省份8,高中生,离家,未婚,9,民族A,个体,女,0.8887687209242795
28,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9717868903443851
23,50,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,中央部委,男,0.9648699986049336
57,50,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.4763346977084667
42,45,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.6870796142747282
34,50,保安,4064,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.6907975356905449
44,45,农业捕捞,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.6877562617606607
46,40,专业技术,0,0,省份8,职高,未婚,离婚,15,民族D,个体,女,0.7553965282654879
33,46,技术支持,0,0,省份8,高中生,离家,分居,9,民族D,个体,男,0.9272383010198917
41,45,其他职业,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,0.9343402263243309
50,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.30006741135486537
25,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8016367175192757
39,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7276620059470673
56,50,其他职业,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0.9319363348504331
47,30,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族A,个体,男,0.7692327481536646
32,50,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.9010303957987792
23,20,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,地方政府,女,0.9678281978560199
39,45,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.280927508265581
55,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5530968923939188
49,40,销售,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0.0036022876243676505
44,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9753387306201948
25,55,运输,0,0,省份8,高中生,离家,已婚配偶异地,9,民族D,个体,男,0.9634379526028151
28,40,技术支持,0,0,省份22,准职业学位,丈夫,已婚平民配偶,11,其他,个体,男,0.7571785745100127
37,45,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,地方政府,女,0.5014047458950465
30,6,其他职业,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0.9478756306959558
22,40,管理文书,0,0,省份8,大学未毕业,其他关系,未婚,10,民族D,个体,男,0.9062761853434066
38,40,手工艺维修,0,0,省份17,大学生,丈夫,已婚平民配偶,13,民族B,地方政府,男,0.47889749408089555
26,40,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9717292749390455
50,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9631654227645108
69,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0.5877061474647878
32,30,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.8392559011410495
28,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,0.7619499289428652
29,40,执行主管,0,1848,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.49303821477685894
48,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3933590738774163
71,6,专业技术,0,0,省份8,大学生,未婚,丧偶,13,民族D,地方政府,女,0.7264960320970999
25,45,劳工保洁,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0.8877142433346945
57,38,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,个体,女,0.8492346445585244
52,50,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.5534396812568165
28,48,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7593203767089649
65,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.22084660791437616
58,40,专业技术,27828,0,省份8,职高,离家,未婚,15,民族D,有限责任公司,男,0.01972123171576423
17,15,管理文书,0,0,省份8,高三,孩子,未婚,8,民族A,地方政府,女,0.9930055653409859
36,55,专业技术,0,0,省份8,大学生,离家,离婚,13,民族D,中央部委,女,0.8644964487293634
37,40,其他职业,0,0,省份8,大学未毕业,未婚,未婚,10,民族A,个体,女,0.951845030107007
33,40,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.3378997152763774
49,70,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,0.34352129722928815
58,40,管理文书,3325,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0.8660359684762323
36,40,执行主管,10520,0,省份42,大学生,离家,已婚配偶异地,13,民族D,个体,男,0.04892923046863484
18,3,其他职业,0,0,省份8,高一,孩子,未婚,6,民族D,个体,女,0.996487667531312
27,50,执行主管,0,1485,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4183685524191555
20,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,0.8173540572685881
20,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9663944955267308
44,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3913570188599641
19,24,未知,0,0,省份33,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9819669979606874
25,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族A,个体,女,0.9768668217416641
23,40,手工艺维修,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0.9017051696057176
65,40,执行主管,20051,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族B,个体,男,0.006124694389466612
50,40,其他职业,0,0,省份22,幼儿园,丈夫,已婚平民配偶,1,民族D,个体,男,0.9709223265997935
41,45,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6168363137456158
35,70,手工艺维修,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9313567670263738
49,20,专业技术,99999,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0.01114130910901634
27,40,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9557836382379555
44,40,技术支持,0,0,省份8,大学生,未婚,分居,13,民族A,个体,女,0.7548435222689771
43,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7266206897969882
27,40,劳工保洁,0,0,省份8,大学生,离家,未婚,13,民族A,个体,男,0.9416133631427135
50,50,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.19971830757578346
20,40,机械操作,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9771637678112275
59,50,专业技术,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,个体,男,0.09831237861713793
23,60,其他职业,0,0,省份22,高一,未婚,未婚,6,民族D,个体,男,0.9829707964308121
24,50,农业捕捞,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9547075892247018
27,50,专业技术,0,0,省份8,大学生,未婚,未婚,13,民族D,中央部委,男,0.8605674036813546
40,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族A,省政府,女,0.9734259021961374
50,30,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,非有限责任公司,男,0.92290864285765
42,50,专业技术,0,0,省份8,研究生,离家,未婚,14,民族D,个体,男,0.8083190950364048
18,30,未知,0,0,省份8,高一,孩子,未婚,6,民族D,未知,女,0.9936815360366011
45,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3222967223451392
38,40,专业技术,0,0,省份9,研究生,未婚,未婚,14,民族B,个体,女,0.8141426105088154
30,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7765620446820729
28,50,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,非有限责任公司,男,0.9254690471246046
33,35,销售,0,0,省份8,高中生,离家,分居,9,民族D,个体,女,0.9450928046242492
50,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9013790310904656
33,40,专业技术,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,省政府,男,0.7793195526807591
39,40,专业技术,0,0,省份17,大学生,未婚,分居,13,民族B,个体,女,0.7499551458069358
44,40,手工艺维修,14344,0,省份8,高中生,离家,未婚,9,民族D,非有限责任公司,男,0.22299295515555706
50,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6382970282957886
23,40,管理文书,0,0,省份2,高中生,孩子,离婚,9,民族D,地方政府,女,0.9649489027551018
46,35,专业技术,0,2258,省份8,研究生,离家,未婚,14,民族A,地方政府,女,0.9052895734641132
54,55,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.21285316164433077
35,40,执行主管,0,0,省份22,大学未毕业,离家,离婚,10,民族D,个体,男,0.9689050295134751
54,45,执行主管,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0.8630104808443467
21,35,管理文书,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,男,0.9284518744505561
45,40,其他职业,0,0,省份39,小学5、6年级,离家,已婚配偶异地,3,民族D,个体,男,0.9964949234693284
26,32,其他职业,1055,0,省份8,高二,孩子,未婚,7,民族A,个体,男,0.9866785379959719
18,20,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9829612785845008
19,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9663944955267308
39,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7274539413818795
68,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9087163853502607
