年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
38,60,执行主管,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,个体,男,0.9291564438274456
54,40,执行主管,0,0,省份8,大学未毕业,离家,分居,10,民族D,个体,女,0.870141964678919
52,40,家政服务,0,0,省份8,高中生,其他关系,丧偶,9,民族D,个体,女,0.5834856326949558
30,70,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.28757706148838014
35,50,执行主管,7298,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.08154974877994725
59,42,销售,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,非有限责任公司,女,0.8355642109941167
57,50,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0.2818943797350604
64,40,销售,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.7793599669030686
44,45,销售,0,0,省份8,大学未毕业,孩子,离婚,10,民族D,有限责任公司,男,0.9277585303235281
49,45,执行主管,0,1755,省份8,研究生,未婚,离婚,14,民族D,个体,男,0.7291492353336547
20,20,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9744766443651217
42,72,其他职业,0,0,省份17,大学生,丈夫,已婚平民配偶,13,民族B,个体,男,0.24048606423864183
33,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族A,个体,女,0.9632710231707766
21,30,技术支持,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9675952546164964
42,40,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7244789243064322
47,50,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.662472427191627
29,40,手工艺维修,0,0,省份11,高二,孩子,未婚,7,民族A,个体,男,0.9819627621430739
56,40,销售,15024,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.007249040420836184
50,45,销售,0,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0.8545547822624653
31,55,管理文书,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6409483804002438
39,40,运输,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9342008845865993
40,40,其他职业,0,0,省份8,初三,离家,离婚,5,民族D,个体,女,0.9936509983122674
27,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9712229111138313
53,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5526656051557204
27,40,其他职业,0,0,省份25,高中生,离家,未婚,9,民族A,个体,女,0.9854986911652239
25,80,手工艺维修,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,非有限责任公司,男,0.8624944492883184
27,40,机械操作,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.8871499638765621
24,45,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9678652170811572
45,35,管理文书,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.3739353520428377
35,40,管理文书,5013,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.35078874795819903
63,10,其他职业,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.9395468249660786
33,40,机械操作,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族A,个体,男,0.9494727875688808
20,20,管理文书,2176,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9746843523909451
19,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族A,地方政府,女,0.9771657879822513
53,40,手工艺维修,0,0,省份3,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6273402263323554
41,40,销售,0,0,省份8,大学专科,未婚,离婚,12,民族D,个体,男,0.9037192593291629
19,30,其他职业,0,0,省份8,高中生,未婚,未婚,9,民族D,个体,女,0.9840981446171266
31,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,省政府,男,0.8366002885437969
47,90,手工艺维修,0,0,省份8,高中生,丈夫,已婚军属,9,民族D,非有限责任公司,男,0.4015037330783958
63,49,手工艺维修,0,0,省份31,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.2854139568044437
22,2,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9883977618457395
60,38,专业技术,0,0,省份9,研究生,丈夫,已婚平民配偶,14,民族B,中央部委,男,0.28275559276153084
19,16,技术支持,0,1719,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9782456810803651
47,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7233058627291722
38,30,运输,0,0,省份8,高中生,未婚,分居,9,民族A,个体,女,0.9398673031629702
25,42,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9707240318524275
39,40,手工艺维修,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,男,0.8324972011363664
46,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.7447979954174023
28,60,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.8721570604517592
31,40,技术支持,0,0,省份8,大学生,离家,未婚,13,民族D,非有限责任公司,男,0.9436145973519843
24,15,销售,0,0,省份8,高一,离家,未婚,6,民族D,个体,女,0.9964759997303795
25,40,技术支持,0,0,省份22,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.6848548247015316
34,33,管理文书,0,0,省份8,高中生,未婚,离婚,9,民族D,地方政府,女,0.9723598955374407
53,50,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.6405951275296251
26,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9723413013914967
17,5,农业捕捞,594,0,省份8,高一,孩子,未婚,6,民族D,个体,男,0.9959953712883884
58,33,劳工保洁,0,0,省份8,初中一、二年级,离家,未婚,4,民族D,个体,女,0.9933373130825608
39,40,机械操作,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0.9474675419470935
31,45,农业捕捞,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4552717368742101
48,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7224660761186457
26,40,机械操作,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,其他,个体,男,0.9680368405229937
46,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,0.4573509642858786
40,40,销售,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.8557539092671834
27,40,其他职业,0,0,省份8,准职业学位,未婚,离婚,11,民族C,个体,女,0.9531980861001994
90,40,农业捕捞,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.5281072809178176
18,30,未知,0,0,省份8,高三,孩子,未婚,8,民族D,未知,男,0.9869060500571065
42,40,技术支持,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0.8065991151605145
50,38,手工艺维修,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0.8406096243035288
28,40,手工艺维修,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,个体,男,0.9580468272635932
21,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.975365491029665
25,45,执行主管,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,男,0.8192235975953709
59,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.7046554822690674
41,40,劳工保洁,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.8916791128482005
49,40,管理文书,0,0,省份8,大学未毕业,孩子,离婚,10,民族D,中央部委,男,0.8950695609116905
63,12,农业捕捞,0,0,省份8,高二,离家,未婚,7,民族D,个体,男,0.9901855230081996
23,40,劳工保洁,0,0,省份8,高三,孩子,未婚,8,民族C,个体,男,0.9698769098702636
28,40,劳工保洁,0,2179,省份3,初中一、二年级,丈夫,已婚平民配偶,4,其他,个体,男,0.9666514517228451
37,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7233058627291722
45,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,0.4573509642858786
63,19,其他职业,0,0,省份17,小学5、6年级,其他关系,丧偶,3,民族B,个体,女,0.96299890095393
49,40,手工艺维修,0,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.93394342532951
58,45,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6021100989699768
48,40,保安,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族C,地方政府,男,0.6105987100354682
45,40,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.7446385975204977
30,40,运输,0,0,省份8,高一,孩子,离婚,6,民族D,个体,男,0.9866354386363411
66,98,农业捕捞,4931,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,非有限责任公司,男,0.1265393271422044
20,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9693732442763221
21,30,劳工保洁,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9674899337542354
38,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7233058627291722
62,40,未知,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0.6880097208146061
28,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7713510282182061
65,20,未知,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,未知,男,0.9379363228912286
43,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7241440784960866
38,40,手工艺维修,7688,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,个体,男,0.25251729186077676
23,10,管理文书,1055,0,省份8,大学生,孩子,未婚,13,民族D,个体,女,0.9239494138468215
24,40,销售,0,1504,省份8,大学生,孩子,未婚,13,民族D,个体,女,0.8350108542638025
60,40,手工艺维修,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,有限责任公司,女,0.8269092605928705
81,3,专业技术,0,1668,省份28,大学生,离家,丧偶,13,民族D,非有限责任公司,女,0.856828721384438
29,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.7329777969795639
51,47,执行主管,3908,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族C,个体,男,0.8977840256198186
53,40,运输,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0.8762641434834115
26,40,手工艺维修,0,0,省份8,高三,未婚,未婚,8,民族D,个体,男,0.9786424081099823
50,15,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7842820557931924
43,96,其他职业,0,0,省份8,高中生,离家,未婚,9,民族A,个体,女,0.8857310119475649
28,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9712229111138313
23,50,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,中央部委,男,0.9643269715487904
57,50,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.4810142674665189
42,45,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.6838158258886354
34,50,保安,4064,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.685197654882422
44,45,农业捕捞,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.6832717342761638
46,40,专业技术,0,0,省份8,职高,未婚,离婚,15,民族D,个体,女,0.7580645367066159
33,46,技术支持,0,0,省份8,高中生,离家,分居,9,民族D,个体,男,0.9253831697334929
41,45,其他职业,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,0.9343602773684611
50,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3017355316950058
25,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7961144276931735
39,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7233058627291722
56,50,其他职业,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0.9320317365064815
47,30,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族A,个体,男,0.7564379057869552
32,50,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.9013774236484581
23,20,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,地方政府,女,0.966552442577132
39,45,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.28247472138448804
55,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5526656051557204
49,40,销售,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0.004912018089065606
44,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9751234850516933
25,55,运输,0,0,省份8,高中生,离家,已婚配偶异地,9,民族D,个体,男,0.9632936407431877
28,40,技术支持,0,0,省份22,准职业学位,丈夫,已婚平民配偶,11,其他,个体,男,0.7465471106703077
37,45,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,地方政府,女,0.4989461811208792
30,6,其他职业,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0.9436307030932773
22,40,管理文书,0,0,省份8,大学未毕业,其他关系,未婚,10,民族D,个体,男,0.9048318561821549
38,40,手工艺维修,0,0,省份17,大学生,丈夫,已婚平民配偶,13,民族B,地方政府,男,0.4761101538528981
26,40,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9712697410450124
50,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9632924783901669
69,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0.5853435974441907
32,30,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.8335936684908691
28,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,0.7545957819764995
29,40,执行主管,0,1848,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4925479397833531
48,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.392269485849989
71,6,专业技术,0,0,省份8,大学生,未婚,丧偶,13,民族D,地方政府,女,0.7167403677240743
25,45,劳工保洁,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0.8856390795272604
57,38,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,个体,女,0.8407866024282944
52,50,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.5571836748772891
28,48,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7564380269926104
65,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.2243817612521155
58,40,专业技术,27828,0,省份8,职高,离家,未婚,15,民族D,有限责任公司,男,0.026804046795674386
17,15,管理文书,0,0,省份8,高三,孩子,未婚,8,民族A,地方政府,女,0.9921218016820879
36,55,专业技术,0,0,省份8,大学生,离家,离婚,13,民族D,中央部委,女,0.8658984943066247
37,40,其他职业,0,0,省份8,大学未毕业,未婚,未婚,10,民族A,个体,女,0.9483471964475575
33,40,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.3381251557272237
49,70,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,0.3470558702583054
58,40,管理文书,3325,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0.8716170573451198
36,40,执行主管,10520,0,省份42,大学生,离家,已婚配偶异地,13,民族D,个体,男,0.06806130461175608
18,3,其他职业,0,0,省份8,高一,孩子,未婚,6,民族D,个体,女,0.9960587805478036
27,50,执行主管,0,1485,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4201232986370723
20,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,0.8098688528643583
20,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9655620528474341
44,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3938696655153333
19,24,未知,0,0,省份33,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9819366396963545
25,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族A,个体,女,0.9751087662654078
23,40,手工艺维修,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0.8997865695155333
65,40,执行主管,20051,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族B,个体,男,0.007957555612274625
50,40,其他职业,0,0,省份22,幼儿园,丈夫,已婚平民配偶,1,民族D,个体,男,0.9692268934673407
41,45,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6145509570332957
35,70,手工艺维修,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9324626089324535
49,20,专业技术,99999,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0.014355279360867557
27,40,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9546806212703145
44,40,技术支持,0,0,省份8,大学生,未婚,分居,13,民族A,个体,女,0.7427940133927811
43,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7241440784960866
27,40,劳工保洁,0,0,省份8,大学生,离家,未婚,13,民族A,个体,男,0.9391951268771263
50,50,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.20336702468772339
20,40,机械操作,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9754459454554812
59,50,专业技术,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,个体,男,0.10191473320386335
23,60,其他职业,0,0,省份22,高一,未婚,未婚,6,民族D,个体,男,0.9827204116534934
24,50,农业捕捞,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.951773909352188
27,50,专业技术,0,0,省份8,大学生,未婚,未婚,13,民族D,中央部委,男,0.8609858276079219
40,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族A,省政府,女,0.9716271542127379
50,30,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,非有限责任公司,男,0.924792372488771
42,50,专业技术,0,0,省份8,研究生,离家,未婚,14,民族D,个体,男,0.812014154758362
18,30,未知,0,0,省份8,高一,孩子,未婚,6,民族D,未知,女,0.9931596387736031
45,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.32661573280074885
38,40,专业技术,0,0,省份9,研究生,未婚,未婚,14,民族B,个体,女,0.8095988886362013
30,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7713510282182061
28,50,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,非有限责任公司,男,0.925359893833165
33,35,销售,0,0,省份8,高中生,离家,分居,9,民族D,个体,女,0.9428348316939592
50,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9011610291125013
33,40,专业技术,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,省政府,男,0.7723838882113201
39,40,专业技术,0,0,省份17,大学生,未婚,分居,13,民族B,个体,女,0.7401726267608673
44,40,手工艺维修,14344,0,省份8,高中生,离家,未婚,9,民族D,非有限责任公司,男,0.2726300850764667
50,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6365666928283151
23,40,管理文书,0,0,省份2,高中生,孩子,离婚,9,民族D,地方政府,女,0.9638470130441932
46,35,专业技术,0,2258,省份8,研究生,离家,未婚,14,民族A,地方政府,女,0.9005595201270731
54,55,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.21908188563125885
35,40,执行主管,0,0,省份22,大学未毕业,离家,离婚,10,民族D,个体,男,0.9697222662877784
54,45,执行主管,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0.8590107608191111
21,35,管理文书,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,男,0.9280009250095533
45,40,其他职业,0,0,省份39,小学5、6年级,离家,已婚配偶异地,3,民族D,个体,男,0.9964085904243016
26,32,其他职业,1055,0,省份8,高二,孩子,未婚,7,民族A,个体,男,0.9852781206365345
18,20,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9820239625340154
19,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9655620528474341
39,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7234736316447308
68,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.910126695900625
